state,staterr,varname,year,race_ethn,age,c_mn,se_tot,c_upr,c_lwr
4,AZ,Foster Care,2010,Asian/PI,18,0.024336643493186913,0.0028055449250134167,0.02983551154621321,0.018837775440160617
4,AZ,Investigation,2010,Asian/PI,18,0.16236684953560038,0.006668422999416528,0.17543695861445677,0.149296740456744
4,AZ,Confirmed Maltreatment,2010,Asian/PI,18,0.02345362904447426,0.0027772566504316713,0.028897052079320338,0.018010206009628184
4,AZ,Termination,2010,Asian/PI,18,0.01318769819577588,0.0020022521871438017,0.01711211248257773,0.009263283908974029
4,AZ,Foster Care,2011,Asian/PI,18,0.028355688672272075,0.0029352227203553603,0.034108725204168584,0.02260265214037557
4,AZ,Investigation,2011,Asian/PI,18,0.19428531695343887,0.00682379469433755,0.20765995455434047,0.18091067935253727
4,AZ,Confirmed Maltreatment,2011,Asian/PI,18,0.03186539689378903,0.0031520390885028744,0.038043393507254664,0.0256874002803234
4,AZ,Termination,2011,Asian/PI,18,0.02076896727277254,0.002516764849195097,0.02570182637719493,0.01583610816835015
4,AZ,Foster Care,2012,Asian/PI,18,0.02941609713793475,0.0030142466353586493,0.0353240205432377,0.023508173732631796
4,AZ,Investigation,2012,Asian/PI,18,0.19866500316890912,0.007490604444612993,0.21334658788035057,0.18398341845746766
4,AZ,Confirmed Maltreatment,2012,Asian/PI,18,0.03454857782344821,0.003455141571938012,0.041320655304446716,0.027776500342449707
4,AZ,Termination,2012,Asian/PI,18,0.016294037866447175,0.0022497737028277995,0.02070359432398966,0.011884481408904688
4,AZ,Foster Care,2013,Asian/PI,18,0.0325101654248007,0.0031395820088344654,0.03866374616211626,0.02635658468748515
4,AZ,Investigation,2013,Asian/PI,18,0.2153081986194919,0.007362030702859259,0.22973777879709606,0.20087861844188776
4,AZ,Confirmed Maltreatment,2013,Asian/PI,18,0.044252556272298446,0.003749915341556044,0.051602390341748294,0.0369027222028486
4,AZ,Termination,2013,Asian/PI,18,0.018433897276041597,0.002383197555994292,0.02310496448579041,0.013762830066292784
4,AZ,Foster Care,2014,Asian/PI,18,0.04016195181330193,0.0035010573348884296,0.04702402418968325,0.0332998794369206
4,AZ,Investigation,2014,Asian/PI,18,0.21715454830546338,0.0069309541679634275,0.2307392184746717,0.20356987813625507
4,AZ,Confirmed Maltreatment,2014,Asian/PI,18,0.04328493162827518,0.0036108527366429588,0.05036220299209538,0.03620766026445498
4,AZ,Termination,2014,Asian/PI,18,0.022914834753728838,0.002652026654124691,0.028112806995813235,0.017716862511644442
4,AZ,Foster Care,2015,Asian/PI,18,0.04291787058289144,0.003532687648071339,0.049841938373111266,0.035993802792671614
4,AZ,Investigation,2015,Asian/PI,18,0.22372991389382357,0.007015271715569502,0.2374798464563398,0.20997998133130735
4,AZ,Confirmed Maltreatment,2015,Asian/PI,18,0.03617394563355185,0.0032470696003385232,0.04253820205021536,0.029809689216888344
4,AZ,Termination,2015,Asian/PI,18,0.016728797013829996,0.0022950344753418705,0.021227064585500062,0.01223052944215993
4,AZ,Foster Care,2016,Asian/PI,18,0.031308954882182785,0.0030072941758055418,0.03720325146676165,0.025414658297603924
4,AZ,Investigation,2016,Asian/PI,18,0.2628917733995051,0.007518756644188202,0.277628536422114,0.24815501037689622
4,AZ,Confirmed Maltreatment,2016,Asian/PI,18,0.04017170375874474,0.0037716039117832653,0.04756404742583994,0.032779360091649536
4,AZ,Termination,2016,Asian/PI,18,0.011316897772789047,0.001943862880114269,0.015126869017813014,0.0075069265277650805
4,AZ,Foster Care,2017,Asian/PI,18,0.03324966733176264,0.003067820356252451,0.03926259523001745,0.027236739433507837
4,AZ,Investigation,2017,Asian/PI,18,0.34566572184367095,0.007824978198517211,0.3610026791127647,0.3303287645745772
4,AZ,Confirmed Maltreatment,2017,Asian/PI,18,0.0601579824708913,0.004154100434087704,0.0683000193217032,0.0520159456200794
4,AZ,Termination,2017,Asian/PI,18,0.00500665305046763,0.0012217971019700543,0.007401375370328936,0.0026119307306063234
4,AZ,Foster Care,2018,Asian/PI,18,0.022957251401219972,0.0024774903540375377,0.027813132495133546,0.018101370307306398
4,AZ,Investigation,2018,Asian/PI,18,0.22802882239810285,0.0070248360203378,0.24179750099796493,0.21426014379824077
4,AZ,Confirmed Maltreatment,2018,Asian/PI,18,0.056072568004401455,0.0040074664938382935,0.0639272023323245,0.0482179336764784
4,AZ,Termination,2018,Asian/PI,18,3.3695447218093366e-4,3.2580933048324134e-4,9.755407599280867e-4,0
5,AR,Foster Care,2008,Asian/PI,18,0.05344856227712458,0.009021450940581583,0.07113060612066448,0.03576651843358468
5,AR,Investigation,2008,Asian/PI,18,0.4468438792148989,0.01745381720651965,0.4810533609396774,0.4126343974901204
5,AR,Confirmed Maltreatment,2008,Asian/PI,18,0.15251607051198546,0.014059472446271828,0.18007263650667824,0.12495950451729268
5,AR,Termination,2008,Asian/PI,18,0.014888074959021336,0.004476602624592491,0.023662216103222618,0.006113933814820054
5,AR,Foster Care,2009,Asian/PI,18,0.06592205082873609,0.009505921762327044,0.08455365748289709,0.047290444174575084
5,AR,Investigation,2009,Asian/PI,18,0.43842747874041166,0.016979442758515224,0.4717071865471015,0.40514777093372184
5,AR,Confirmed Maltreatment,2009,Asian/PI,18,0.14443504251480113,0.013099118103633577,0.17010931399792295,0.11876077103167931
5,AR,Termination,2009,Asian/PI,18,0.02431890106791268,0.005905836884957566,0.035894341362429506,0.01274346077339585
5,AR,Foster Care,2010,Asian/PI,18,0.05573789019031761,0.00838419224942455,0.07217090699918972,0.03930487338144549
5,AR,Investigation,2010,Asian/PI,18,0.4505577940659269,0.016404680387950177,0.4827109676263092,0.41840462050554456
5,AR,Confirmed Maltreatment,2010,Asian/PI,18,0.13212877778868476,0.012103536281061467,0.15585170889956523,0.10840584667780429
5,AR,Termination,2010,Asian/PI,18,0.02426670832910849,0.005379588259770529,0.034810701318258724,0.01372271533995825
5,AR,Foster Care,2011,Asian/PI,18,0.053897376713785805,0.008166592044554123,0.06990389712111189,0.037890856306459726
5,AR,Investigation,2011,Asian/PI,18,0.4988322431806072,0.015547453867918273,0.529305252761727,0.4683592335994874
5,AR,Confirmed Maltreatment,2011,Asian/PI,18,0.1261248104053897,0.011801776896289374,0.14925629312211686,0.10299332768866253
5,AR,Termination,2011,Asian/PI,18,0.007576098406703702,0.0030886029698198154,0.013629760227550539,0.0015224365858568642
5,AR,Foster Care,2012,Asian/PI,18,0.058400325359873495,0.008588370353279251,0.07523353125230083,0.041567119467446165
5,AR,Investigation,2012,Asian/PI,18,0.5830525861287251,0.014528141100582745,0.6115277426858673,0.554577429571583
5,AR,Confirmed Maltreatment,2012,Asian/PI,18,0.17349843758709071,0.013292680683395052,0.199552091726545,0.14744478344763642
5,AR,Termination,2012,Asian/PI,18,0.06003473469274012,0.008512470820248294,0.07671917750042678,0.04335029188505347
5,AR,Foster Care,2013,Asian/PI,18,0.04561799046812466,0.007517922367532191,0.06035311830848775,0.03088286262776157
5,AR,Investigation,2013,Asian/PI,18,0.543583968925268,0.014728686705953589,0.572452194868937,0.514715742981599
5,AR,Confirmed Maltreatment,2013,Asian/PI,18,0.1270858652792573,0.011474607166794604,0.14957609532617472,0.10459563523233989
5,AR,Termination,2013,Asian/PI,18,0.02510662493124871,0.005482090702195727,0.03585152270755233,0.014361727154945086
5,AR,Foster Care,2014,Asian/PI,18,0.036990877889191726,0.006566196491900305,0.04986062301331633,0.024121132765067128
5,AR,Investigation,2014,Asian/PI,18,0.5421565981605064,0.014532609281719532,0.5706405123526768,0.5136726839683361
5,AR,Confirmed Maltreatment,2014,Asian/PI,18,0.11602963124411125,0.010893699013143328,0.13738128130987218,0.09467798117835033
5,AR,Termination,2014,Asian/PI,18,0.012858093988076108,0.003845692204571694,0.02039565070903663,0.005320537267115588
5,AR,Foster Care,2015,Asian/PI,18,0.06703553550551612,0.008415737297950613,0.08353038060949933,0.05054069040153292
5,AR,Investigation,2015,Asian/PI,18,0.5182308825773464,0.014403297919703118,0.5464613464999645,0.49000041865472826
5,AR,Confirmed Maltreatment,2015,Asian/PI,18,0.11727135111907543,0.01079049296259361,0.1384207173257589,0.09612198491239195
5,AR,Termination,2015,Asian/PI,18,0.031917886963292175,0.005862022502010864,0.04340745106723347,0.02042832285935088
5,AR,Foster Care,2016,Asian/PI,18,0.035804902609885225,0.0062599003891990945,0.04807430737271545,0.023535497847054998
5,AR,Investigation,2016,Asian/PI,18,0.49932432698506674,0.014355904848991257,0.5274619004890896,0.4711867534810439
5,AR,Confirmed Maltreatment,2016,Asian/PI,18,0.10013658309182209,0.009914014861232102,0.11956805221983702,0.08070511396380717
5,AR,Termination,2016,Asian/PI,18,0.010191332043560264,0.003415273679514036,0.016885268455407776,0.0034973956317127537
5,AR,Foster Care,2017,Asian/PI,18,0.04745985448546397,0.00687666438732732,0.060938116684625517,0.033981592286302424
5,AR,Investigation,2017,Asian/PI,18,0.5991846415229601,0.013142358956337327,0.6249436650773813,0.573425617968539
5,AR,Confirmed Maltreatment,2017,Asian/PI,18,0.1412566384052791,0.011154940073071483,0.1631203209484992,0.119392955862059
5,AR,Termination,2017,Asian/PI,18,0.0030668675523367606,0.001776283453989784,0.0065483831221567375,0
5,AR,Foster Care,2018,Asian/PI,18,0.03667248005521978,0.006113468083084044,0.048654877498064505,0.024690082612375056
5,AR,Investigation,2018,Asian/PI,18,0.5363300701567812,0.013618658722934857,0.5630226412537336,0.5096374990598289
5,AR,Confirmed Maltreatment,2018,Asian/PI,18,0.09155149323834477,0.009251541379200878,0.1096845143415785,0.07341847213511105
5,AR,Termination,2018,Asian/PI,18,0.0011396011396010985,0.0011396013250222394,0.0033732197366446877,0
6,CA,Foster Care,2008,Asian/PI,18,0.023493474126436514,6.670643297315065e-4,0.024800920212710267,0.022186028040162762
6,CA,Investigation,2008,Asian/PI,18,0.1727283772503438,0.0014713732003096094,0.17561226872295063,0.16984448577773695
6,CA,Confirmed Maltreatment,2008,Asian/PI,18,0.048203669810099464,8.517562490453593e-4,0.04987311205822837,0.04653422756197056
6,CA,Termination,2008,Asian/PI,18,0.006253642562566095,3.213275357038356e-4,0.0068834445325456125,0.005623840592586577
6,CA,Foster Care,2009,Asian/PI,18,0.01748232875414389,5.082611892754891e-4,0.018478520685123852,0.01648613682316393
6,CA,Investigation,2009,Asian/PI,18,0.15328694699478299,0.0013918310775627041,0.15601493590680587,0.1505589580827601
6,CA,Confirmed Maltreatment,2009,Asian/PI,18,0.04069910626523347,7.755601656234629e-4,0.04221920418985546,0.039179008340611485
6,CA,Termination,2009,Asian/PI,18,0.0069216997367192445,3.2779663534631814e-4,0.007564181141998028,0.0062792183314404615
6,CA,Foster Care,2010,Asian/PI,18,0.013831332880799588,4.531373148502892e-4,0.014719482017906155,0.01294318374369302
6,CA,Investigation,2010,Asian/PI,18,0.14411506204161834,0.0013666531681175362,0.1467937022511287,0.14143642183210797
6,CA,Confirmed Maltreatment,2010,Asian/PI,18,0.03828962497033099,7.526367077158933e-4,0.03976479291745414,0.03681445702320784
6,CA,Termination,2010,Asian/PI,18,0.006090751877923142,3.1008747999012687e-4,0.006698523338703791,0.0054829804171424934
6,CA,Foster Care,2011,Asian/PI,18,0.014437073854162749,4.6449474070432446e-4,0.015347483545943225,0.013526664162382273
6,CA,Investigation,2011,Asian/PI,18,0.14648434498556634,0.0013437543058776676,0.14911810342508658,0.1438505865460461
6,CA,Confirmed Maltreatment,2011,Asian/PI,18,0.037377216156876725,7.332542565361803e-4,0.03881439449968764,0.03594003781406581
6,CA,Termination,2011,Asian/PI,18,0.006439851307559849,3.219470799269761e-4,0.0070708675842167225,0.0058088350309029755
6,CA,Foster Care,2012,Asian/PI,18,0.014050387817067439,4.639713160984059e-4,0.014959771596620314,0.013141004037514564
6,CA,Investigation,2012,Asian/PI,18,0.14228909803261597,0.0013154981969392947,0.14486747449861698,0.13971072156661496
6,CA,Confirmed Maltreatment,2012,Asian/PI,18,0.0370142075986515,7.270539757887796e-4,0.03843923339119751,0.035589181806105485
6,CA,Termination,2012,Asian/PI,18,0.006854442266167687,3.4329729552561776e-4,0.007527304965397898,0.0061815795669374765
6,CA,Foster Care,2013,Asian/PI,18,0.014583966111360938,4.7237499100523487e-4,0.015509821093731198,0.013658111128990678
6,CA,Investigation,2013,Asian/PI,18,0.14583664992615536,0.0013683981561075937,0.14851871031212624,0.14315458954018448
6,CA,Confirmed Maltreatment,2013,Asian/PI,18,0.036554005711431234,7.234400242893652e-4,0.03797194815903839,0.035136063263824076
6,CA,Termination,2013,Asian/PI,18,0.008238299389879841,3.723022732048162e-4,0.00896801184536128,0.007508586934398402
6,CA,Foster Care,2014,Asian/PI,18,0.013742143396432288,4.577397280085722e-4,0.014639313263329089,0.012844973529535487
6,CA,Investigation,2014,Asian/PI,18,0.13954310259032982,0.001309432125159485,0.1421095895556424,0.13697661562501723
6,CA,Confirmed Maltreatment,2014,Asian/PI,18,0.03632851742093164,7.21158729238958e-4,0.03774198853024,0.03491504631162328
6,CA,Termination,2014,Asian/PI,18,0.006366287752122307,3.203071071777967e-4,0.0069940896821907884,0.005738485822053826
6,CA,Foster Care,2015,Asian/PI,18,0.015597162688083158,5.37694306016784e-4,0.016651043527876053,0.014543281848290261
6,CA,Investigation,2015,Asian/PI,18,0.13994608130708827,0.0013137883697683021,0.14252110651183414,0.1373710561023424
6,CA,Confirmed Maltreatment,2015,Asian/PI,18,0.031177382206535403,6.630387813270917e-4,0.032476938217936506,0.029877826195134304
6,CA,Termination,2015,Asian/PI,18,0.004792237311852854,2.8037829450711614e-4,0.005341778769086801,0.004242695854618906
6,CA,Foster Care,2016,Asian/PI,18,0.016462422937567958,5.294399352162138e-4,0.017500125210591737,0.01542472066454418
6,CA,Investigation,2016,Asian/PI,18,0.14247477181552157,0.001324733499193252,0.14507124947394034,0.1398782941571028
6,CA,Confirmed Maltreatment,2016,Asian/PI,18,0.03157159694805073,6.737467395783725e-4,0.032892140557624336,0.030251053338477118
6,CA,Termination,2016,Asian/PI,18,0.003193145959156138,2.2194493831162118e-4,0.0036281580382469154,0.0027581338800653603
6,CA,Foster Care,2017,Asian/PI,18,0.011814148283523479,4.206828357464477e-4,0.012638686641586516,0.010989609925460442
6,CA,Investigation,2017,Asian/PI,18,0.1892937594696275,0.001467352637132036,0.1921697706384063,0.18641774830084873
6,CA,Confirmed Maltreatment,2017,Asian/PI,18,0.03869752569233002,7.342467357784844e-4,0.04013664929445585,0.037258402090204194
6,CA,Termination,2017,Asian/PI,18,0.001448318399183246,1.5167379536592369e-4,0.0017455990381004564,0.0011510377602660356
6,CA,Foster Care,2018,Asian/PI,18,0.013165836943176648,4.474254176419127e-4,0.014042790761754798,0.012288883124598499
6,CA,Investigation,2018,Asian/PI,18,0.14802132558493275,0.0013043740932775843,0.15057789880775682,0.14546475236210868
6,CA,Confirmed Maltreatment,2018,Asian/PI,18,0.03088401432792942,6.504789490510922e-4,0.03215895306806956,0.02960907558778928
6,CA,Termination,2018,Asian/PI,18,1.7892003782792043e-4,5.145767042121457e-5,2.79777071853501e-4,7.806300380233987e-5
8,CO,Foster Care,2008,Asian/PI,18,0.026807381271922615,0.0034108332623287757,0.03349261446608701,0.020122148077758216
8,CO,Investigation,2008,Asian/PI,18,0.18825930407976285,0.00937412318251801,0.20663258551749814,0.16988602264202757
8,CO,Confirmed Maltreatment,2008,Asian/PI,18,0.059637987276174836,0.0049380987585710915,0.06931666084297418,0.049959313709375494
8,CO,Termination,2008,Asian/PI,18,0.012165803070989023,0.002264382919792912,0.01660399359378313,0.007727612548194916
8,CO,Foster Care,2009,Asian/PI,18,0.03747303559296619,0.004017690239337332,0.045347708462067364,0.02959836272386502
8,CO,Investigation,2009,Asian/PI,18,0.18410288542856892,0.008598801999954135,0.20095653734847901,0.16724923350865883
8,CO,Confirmed Maltreatment,2009,Asian/PI,18,0.06814525513103577,0.005146610144575381,0.07823261101440351,0.05805789924766802
8,CO,Termination,2009,Asian/PI,18,0.0031023878399991656,0.0011801543419262225,0.0054154903501745615,7.892853298237697e-4
8,CO,Foster Care,2010,Asian/PI,18,0.028881745556808294,0.003421377450073115,0.0355876453589516,0.02217584575466499
8,CO,Investigation,2010,Asian/PI,18,0.17488306514034882,0.007876814587725274,0.19032162173229036,0.15944450854840728
8,CO,Confirmed Maltreatment,2010,Asian/PI,18,0.05123548219829695,0.004401508520310447,0.05986243889810542,0.042608525498488474
8,CO,Termination,2010,Asian/PI,18,0.004398706841778344,0.001392222222919968,0.007127462398701481,0.0016699512848552065
8,CO,Foster Care,2011,Asian/PI,18,0.021634956200788924,0.002896714209352516,0.027312516051119853,0.015957396350457995
8,CO,Investigation,2011,Asian/PI,18,0.1573021278106304,0.007500066703560318,0.17200225854960863,0.1426019970716522
8,CO,Confirmed Maltreatment,2011,Asian/PI,18,0.06027388386072635,0.004623708442248025,0.06933635240753248,0.05121141531392022
8,CO,Termination,2011,Asian/PI,18,0.005292714396652687,0.0014159005173017562,0.00806787941056413,0.0025175493827412445
8,CO,Foster Care,2012,Asian/PI,18,0.01952178984795816,0.002775620116278317,0.02496200527586366,0.014081574420052659
8,CO,Investigation,2012,Asian/PI,18,0.15224428743102492,0.006916424930278163,0.1658004802943701,0.13868809456767972
8,CO,Confirmed Maltreatment,2012,Asian/PI,18,0.0551584572427901,0.004427373207978735,0.06383610873042841,0.04648080575515178
8,CO,Termination,2012,Asian/PI,18,0.002882730505162634,0.0010945710135508184,0.005028089691722238,7.373713186030299e-4
8,CO,Foster Care,2013,Asian/PI,18,0.016115618830953027,0.002504825815923001,0.02102507743016211,0.011206160231743945
8,CO,Investigation,2013,Asian/PI,18,0.15708179764631908,0.0072104623575510104,0.17121430386711906,0.1429492914255191
8,CO,Confirmed Maltreatment,2013,Asian/PI,18,0.059826211774771876,0.004667317790816169,0.06897415464477157,0.050678268904772186
8,CO,Termination,2013,Asian/PI,18,0.004523058510166211,0.0013710557053839194,0.007210327692718693,0.0018357893276137295
8,CO,Foster Care,2014,Asian/PI,18,0.02118524152836812,0.0027859505385531003,0.026645704583932197,0.015724778472804044
8,CO,Investigation,2014,Asian/PI,18,0.14585500405877322,0.00717776620614598,0.15992342582281935,0.1317865822947271
8,CO,Confirmed Maltreatment,2014,Asian/PI,18,0.046072300088436574,0.004066815455297404,0.054043258380819484,0.038101341796053664
8,CO,Termination,2014,Asian/PI,18,0.00418295282529349,0.0013158615801552084,0.006762041522397698,0.0016038641281892817
8,CO,Foster Care,2015,Asian/PI,18,0.021827276481905272,0.0028415429253618747,0.02739670061561455,0.016257852348195996
8,CO,Investigation,2015,Asian/PI,18,0.1678017538625105,0.007346451405515794,0.18220079861732147,0.15340270910769954
8,CO,Confirmed Maltreatment,2015,Asian/PI,18,0.058150535155755786,0.004540758374943705,0.06705042157064545,0.049250648740866126
8,CO,Termination,2015,Asian/PI,18,0.007172209824547679,0.0016902777004019504,0.010485154117335502,0.0038592655317598564
8,CO,Foster Care,2016,Asian/PI,18,0.02537319947901512,0.002961441026726243,0.031177623891398554,0.019568775066631683
8,CO,Investigation,2016,Asian/PI,18,0.19016169288213738,0.007264100184400263,0.2043993292435619,0.17592405652071286
8,CO,Confirmed Maltreatment,2016,Asian/PI,18,0.06450106361743274,0.004630501504958085,0.07357684656715059,0.05542528066771489
8,CO,Termination,2016,Asian/PI,18,0.005039582837628509,0.0013502931386373442,0.007686157389357703,0.0023930082858993145
8,CO,Foster Care,2017,Asian/PI,18,0.01734382964210622,0.0024355354663387844,0.022117479156130236,0.012570180128082203
8,CO,Investigation,2017,Asian/PI,18,0.2642720882211264,0.007771487440406196,0.27950420360432254,0.24903997283793028
8,CO,Confirmed Maltreatment,2017,Asian/PI,18,0.0901490839630937,0.005292170526897922,0.10052173819581363,0.07977642973037379
8,CO,Termination,2017,Asian/PI,18,0.0017957912973411982,8.030490610270581e-4,0.0033697674569542323,2.2181513772816437e-4
8,CO,Foster Care,2018,Asian/PI,18,0.016445700872631253,0.0023339957721850288,0.02102033258611391,0.011871069159148595
8,CO,Investigation,2018,Asian/PI,18,0.19399388164594883,0.0070242178972640965,0.20776134872458646,0.1802264145673112
8,CO,Confirmed Maltreatment,2018,Asian/PI,18,0.06732508534148364,0.004532151027455877,0.07620810135529715,0.05844206932767012
8,CO,Termination,2018,Asian/PI,18,0,0,0,0
9,CT,Foster Care,2008,Asian/PI,18,0.012877277501141982,0.0025839768208119783,0.01794187206993346,0.007812682932350504
9,CT,Investigation,2008,Asian/PI,18,0.14620531820029278,0.007778961877724245,0.1614520834806323,0.13095855291995326
9,CT,Confirmed Maltreatment,2008,Asian/PI,18,0.048004046969718786,0.004820785270589793,0.05745278610007478,0.03855530783936279
9,CT,Termination,2008,Asian/PI,18,0.03282334708098031,0.003944366504469725,0.04055430542974097,0.025092388732219646
9,CT,Foster Care,2009,Asian/PI,18,0.009019354448773595,0.00219601240499719,0.013323538762568088,0.004715170134979103
9,CT,Investigation,2009,Asian/PI,18,0.13612754575988129,0.007508654150606881,0.15084450789507078,0.1214105836246918
9,CT,Confirmed Maltreatment,2009,Asian/PI,18,0.04324932089049903,0.004578215007369368,0.05222262230494299,0.03427601947605507
9,CT,Termination,2009,Asian/PI,18,0.0012774111134766786,7.37513801049122e-4,0.0027229381635329574,0
9,CT,Foster Care,2010,Asian/PI,18,0.007534171501832887,0.0019519167354457713,0.011359928303306599,0.0037084147003591753
9,CT,Investigation,2010,Asian/PI,18,0.13091905878395999,0.007189131460801795,0.1450097564471315,0.11682836112078847
9,CT,Confirmed Maltreatment,2010,Asian/PI,18,0.05088118872516961,0.0047879454897868335,0.06026556188515181,0.04149681556518742
9,CT,Termination,2010,Asian/PI,18,0.0013830874551550992,7.998796565215444e-4,0.0029508515819373264,0
9,CT,Foster Care,2011,Asian/PI,18,0.010158326328998143,0.002161274052590631,0.014394423472075781,0.005922229185920507
9,CT,Investigation,2011,Asian/PI,18,0.1438874530185727,0.0073071846739269815,0.15820953497946957,0.12956537105767582
9,CT,Confirmed Maltreatment,2011,Asian/PI,18,0.04525614864645315,0.0043898895892359215,0.05386033224135556,0.036651965051550744
9,CT,Termination,2011,Asian/PI,18,0.0031220950592503183,0.0011806098567655853,0.005436090378510866,8.080997399897709e-4
9,CT,Foster Care,2012,Asian/PI,18,0.00701292419394739,0.001812482980267696,0.010565390835272075,0.0034604575526227055
9,CT,Investigation,2012,Asian/PI,18,0.11709738896278843,0.006831643006562204,0.13048740925565036,0.10370736866992651
9,CT,Confirmed Maltreatment,2012,Asian/PI,18,0.035988687228242264,0.003926564384451763,0.04368475342176772,0.02829262103471681
9,CT,Termination,2012,Asian/PI,18,0.004770619238851692,0.0015114873021360882,0.007733134351038425,0.0018081041266649594
9,CT,Foster Care,2013,Asian/PI,18,0.005422083072862294,0.0015651057554003996,0.008489690353447077,0.0023544757922775105
9,CT,Investigation,2013,Asian/PI,18,0.08605495106320983,0.005922522680261342,0.09766309551652207,0.0744468066098976
9,CT,Confirmed Maltreatment,2013,Asian/PI,18,0.027987885962527576,0.003531497234632875,0.03490962054240801,0.02106615138264714
9,CT,Termination,2013,Asian/PI,18,9.88630746416197e-4,6.99067590457327e-4,0.0023588032237125576,0
9,CT,Foster Care,2014,Asian/PI,18,0.004725188635048894,0.001506138017220311,0.007677219148800703,0.0017731581212970839
9,CT,Investigation,2014,Asian/PI,18,0.07478294130532787,0.005673075922999581,0.08590217011440704,0.06366371249624869
9,CT,Confirmed Maltreatment,2014,Asian/PI,18,0.029478776176620536,0.0035634618076884226,0.036463161319689845,0.022494391033551227
9,CT,Termination,2014,Asian/PI,18,0.002999543810895955,0.0011381480143704665,0.005230313919062069,7.687737027298408e-4
9,CT,Foster Care,2015,Asian/PI,18,0.005716438137870039,0.0015897831043798526,0.00883241302245455,0.002600463253285528
9,CT,Investigation,2015,Asian/PI,18,0.09169991665003378,0.006157534352859049,0.10376868398163752,0.07963114931843004
9,CT,Confirmed Maltreatment,2015,Asian/PI,18,0.042042023930542655,0.004146088114662744,0.05016835663528163,0.03391569122580368
9,CT,Termination,2015,Asian/PI,18,0.001128856943621831,7.870129226242659e-4,0.002671402271965392,0
9,CT,Foster Care,2016,Asian/PI,18,0.004536837804224536,0.001367289839343804,0.007216725889338391,0.0018569497191106804
9,CT,Investigation,2016,Asian/PI,18,0.10416332927530039,0.006229291337374307,0.11637274029655403,0.09195391825404675
9,CT,Confirmed Maltreatment,2016,Asian/PI,18,0.033662348754931876,0.003743431451114837,0.040999474399116956,0.026325223110746795
9,CT,Termination,2016,Asian/PI,18,5.753739930955404e-5,2.2924881564173542e-4,5.068650779673555e-4,0
9,CT,Foster Care,2017,Asian/PI,18,0.005742368227533046,0.0015917555396569335,0.008862209085260635,0.002622527369805456
9,CT,Investigation,2017,Asian/PI,18,0.15044006543410748,0.0072267661233176425,0.16460452703581008,0.1362756038324049
9,CT,Confirmed Maltreatment,2017,Asian/PI,18,0.05424349086733597,0.0047109647657961745,0.06347698180829647,0.04500999992637547
9,CT,Termination,2017,Asian/PI,18,4.634994206257348e-4,4.634994330840677e-4,0.0013719583094705075,0
9,CT,Foster Care,2018,Asian/PI,18,0.0065378494715784,0.0016891660281689717,0.009848614886789585,0.0032270840563672154
9,CT,Investigation,2018,Asian/PI,18,0.09805244926069669,0.006024940183634359,0.10986133202062003,0.08624356650077335
9,CT,Confirmed Maltreatment,2018,Asian/PI,18,0.04303601453666703,0.004196772068222939,0.05126168779038399,0.03481034128295007
9,CT,Termination,2018,Asian/PI,18,0,0,0,0
10,DE,Foster Care,2008,Asian/PI,18,0.00804357275778389,0.00473767357777983,0.017329412970232355,0
10,DE,Investigation,2008,Asian/PI,18,0.11615018621457725,0.016407525994968114,0.14830893716471474,0.08399143526443975
10,DE,Confirmed Maltreatment,2008,Asian/PI,18,0.036136197278178406,0.009693954046788092,0.055136347209883065,0.017136047346473747
10,DE,Termination,2008,Asian/PI,18,0,0,0,0
10,DE,Foster Care,2009,Asian/PI,18,0.006368362499744151,0.003670574642065912,0.013562688798193338,0
10,DE,Investigation,2009,Asian/PI,18,0.08677184038479147,0.013890139918814041,0.11399651462566698,0.05954716614391595
10,DE,Confirmed Maltreatment,2009,Asian/PI,18,0.04409465920309541,0.01037621593430576,0.0644320424343347,0.023757275971856118
10,DE,Termination,2009,Asian/PI,18,0,0,0,0
10,DE,Foster Care,2010,Asian/PI,18,0,0,0,0
10,DE,Investigation,2010,Asian/PI,18,0.16464885541376217,0.017256074495211438,0.19847076142437658,0.13082694940314776
10,DE,Confirmed Maltreatment,2010,Asian/PI,18,0.03939542331369217,0.009559437967400084,0.05813192172979634,0.020658924897588003
10,DE,Termination,2010,Asian/PI,18,0,0,0,0
10,DE,Foster Care,2011,Asian/PI,18,0.007920553152303778,0.004561273017738348,0.01686064826707094,0
10,DE,Investigation,2011,Asian/PI,18,0.14420734164283833,0.016496422138811178,0.17654032903490824,0.11187435425076842
10,DE,Confirmed Maltreatment,2011,Asian/PI,18,0.011486483680273718,0.005145363167310176,0.021571395488201663,0.0014015718723457728
10,DE,Termination,2011,Asian/PI,18,0,0,0,0
10,DE,Foster Care,2012,Asian/PI,18,0.006421678023457944,0.0037369372369513926,0.013746075007882674,0
10,DE,Investigation,2012,Asian/PI,18,0.1823793828931381,0.017612758453187348,0.2169003894613853,0.1478583763248909
10,DE,Confirmed Maltreatment,2012,Asian/PI,18,0.036924456343732204,0.008868408049727888,0.05430653612119886,0.019542376566265545
10,DE,Termination,2012,Asian/PI,18,0,0,0,0
10,DE,Foster Care,2013,Asian/PI,18,0,0,0,0
10,DE,Investigation,2013,Asian/PI,18,0.09891965979899087,0.0133919898253312,0.12516795985664003,0.07267135974134172
10,DE,Confirmed Maltreatment,2013,Asian/PI,18,0.024090950872297956,0.006917575377351708,0.0376493986119073,0.010532503132688609
